sent,eText,factValue
"Those included costs associated with the potential Valley Federal Savings and Loan Association acquisition, which was terminated on Sept. 27, 1989.",terminated,CT
"Those observers looking for a battle between uncompromising representatives and very different ideologies will, in all likelihood, be disappointed.",looking,CT
"Those observers looking for a battle between uncompromising representatives and very different ideologies will, in all likelihood, be disappointed.",disappointed,PR
"Those plates may have come from a machine shop in north Carolina, where a friend of Rudolph worked.",worked,CT
"Those withdrawals, most of which were transferred to other T. Rowe Price funds, followed little change in the fund's sales picture this year through August.",transferred,CT
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy.",sold,CT
Thousands of people in Germany have been demonstrating today against the high level of unemployment in the country.,demonstrating,CT
Three other carriers and their escort vessels already are stationed within striking distance of Iraq or are steaming toward the area.,stationed,CT
Thrift officials said the $300 million reserve will be adjusted quarterly and will reflect the rate of dispositions and market conditions.,reflect,CT
"Through Oct. 19, high-yield funds had an average 0.85% total return (the price change plus dividends on fund shares), according to Lipper Analytical Services Inc.",according,CT
"Through his lawyers, Mr. Antar has denied allegations in the SEC suit and in civil suits previously filed by shareholders against Mr. Antar and others.",denied,CT
"Through the first nine months, the company had a loss of $484 million, largely reflecting the closing of its supercomputer unit.",had,CT
"Thus, administration aides will be trying to calculate whether Saddam Hussein's proposed diplomatic formula for getting out of Kuwait represents the first sign he is searching for a way out or simply is a public relations stunt.",proposed,CT
"Ticketron's automated wagering business, which operates lotteries in a half dozen states, is not for sale, the company said.",said,CT
"Time and again, he endures.",endures,CT
"Timex had requested duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications.",requested,CT
"Tired of being sidelined, Hungarian astronaut Bertalan Farkas is leaving for the United States to start a new career, he said Saturday.",said,CT
"To either hold on tight or get out, as much of Asia goes into recession.",goes,CT
"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.",agreed,CT
To sweeten the pact further -- and to ease concerns of institutional investors -- BellSouth added a provision designed to give extra protection to holders if the regional Bell company ever decides to buy the rest of the new cellular company.,added,CT
"To switch to another vendor's chips, ""would not definitely be an option,"" he said.",said,CT
"Today, Cuban television, which clings to the Communist Party line, actually began to promote its papal coverage.",promote,CT
"Today, hundreds of people from the US began to arrive, including some Cuban Americans who left here when Castro came to power and are returning to Havana for the first time.",came,CT
"Together with its derivatives, the Kalashnikov rifle has been used by the police and armies of 55 countries and an assortment of guerrillas, terrorists and just plain thugs around the globe.",used,CT
"Tomorrow the board of supervisors of Loudon county, Virginia, will vote on whether a school now located in Mount Vernon can relocate to their county.",vote,CT
Tony Lama Co. said that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction.,said,CT
"Top Israeli officials sent strong new signals Sunday that Israel wants to withdraw from southern Lebanon, where a costly war of attrition has been steadily claiming soldiers' lives.",claiming,CT
"Top Israeli officials sent strong new signals Sunday that Israel wants to withdraw from southern Lebanon, where a costly war of attrition has been steadily claiming soldiers' lives.",wants,PR
